关联目录菜品名称,餐次,单份克数,份量说明,做法标签,口味标签,状态,配餐用途,餐内角色,食材标签,分类依据
奶茶粥,早餐,300,一碗约300g，作为早餐,煮制,原味,待审核,组合组成项,主食,米及制品|奶及奶制品,奶茶粥主要食材为米及米制品、奶及奶制品，作为组合餐主食。
烤牛肉串,加餐,150,一份约150g（5-6串）,烤制,孜然,待审核,组合组成项,蛋白质菜,畜肉,烤牛肉串主要食材为畜肉，作为主菜蛋白质。
燕麦粥,早餐,300,一碗约300g，作为早餐,煮制,原味,待审核,组合组成项,主食,其他谷物,燕麦粥主要食材为其他谷物，作为组合餐主食。
蒙古火锅,晚餐,400,一份火锅，食材约400g,煮制,鲜香,待审核,整餐候选,混合主餐,畜肉,蒙古火锅主要食材为菜名所示食材，作为含主荤的混合主餐。
烤奶酪,加餐,100,一份约100g，作为小吃,烤制,原味,待审核,组合组成项,奶及替代品,奶及奶制品,烤奶酪主要食材为奶及奶制品，作为奶制品。
羊肉蒸饺,午餐,250,一份约250g（10只）,蒸制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,羊肉蒸饺主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
荞麦羊肉面,午餐,350,一碗约350g,煮制,孜然,待审核,整餐候选,混合主餐,畜肉|其他谷物|麦及制品,荞麦羊肉面主要食材为畜肉、其他谷物、麦及面制品，作为含主荤的混合主餐。
蒙古牛肉饼,午餐,200,一个约200g,煎制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,蒙古牛肉饼主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
炸奶皮,加餐,100,一份约100g，作为小吃,油炸,甜味,待审核,组合组成项,奶及替代品,奶及奶制品,炸奶皮主要食材为奶及奶制品，作为奶制品。
手拉羊肉面,午餐,400,一碗约400g,煮制,鲜香,待审核,整餐候选,混合主餐,畜肉|麦及制品,手拉羊肉面主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
虾饼,加餐,100,一份约100g，作为小吃,油炸,鲜香,待审核,组合组成项,其他配菜,虾蟹贝类|麦及制品,虾饼主要食材为虾蟹贝等海鲜、麦及面制品，作为配菜/点心。
豆花,加餐,250,一碗约250g，作为小吃/甜品,煮制,甜味,待审核,组合组成项,蛋白质菜,大豆及豆制品,豆花主要食材为大豆及豆制品，作为主菜蛋白质。
炸云吞,加餐,150,一份约150g，作为小吃,油炸,咸鲜,待审核,两者皆可,混合主餐,麦及制品,炸云吞主要食材为麦及面制品，作为含主荤的混合主餐。
椰子冻,加餐,200,一份约200g，作为甜品,其他,甜味,待审核,组合组成项,其他配菜,水果,椰子冻主要食材为水果，作为配菜/点心。
炒年糕,加餐,200,一份约200g，作为小吃,炒制,甜味,待审核,两者皆可,主食,米及制品,炒年糕主要食材为米及米制品，作为组合餐主食。
烤鱿鱼,加餐,200,一份约200g，作为小吃,烤制,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,烤鱿鱼主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
海南粽子,加餐,200,一个约200g，作为小吃,煮制,咸鲜,待审核,两者皆可,主食,米及制品,海南粽子主要食材为米及米制品，作为组合餐主食。
炸冰淇淋,加餐,100,一个约100g，作为甜品,油炸,甜味,待审核,组合组成项,其他配菜,奶及奶制品,炸冰淇淋主要食材为奶及奶制品，作为配菜/点心。
抱罗粉,午餐,400,一碗约400g,煮制,鲜香,待审核,整餐候选,主食,米及制品,抱罗粉主要食材为米及米制品，作为组合餐主食。
海南春卷,加餐,150,一份约150g，作为小吃,油炸,咸鲜,待审核,组合组成项,其他配菜,麦及制品,海南春卷主要食材为麦及面制品，作为配菜/点心。
椰子鸡汤,晚餐,400,一份（含汤），可食部分约400g,煮制,鲜香,待审核,组合组成项,汤羹,禽肉|水果,椰子鸡汤主要食材为禽肉、水果，作为汤羹。
鱼饭,午餐,350,一份约350g,蒸制,咸鲜,待审核,两者皆可,混合主餐,鱼类|米及制品,鱼饭主要食材为鱼类、米及米制品，作为含主荤的混合主餐。
清补凉,加餐,300,一碗约300g，作为甜品,其他,甜味,待审核,组合组成项,其他配菜,水果,清补凉主要食材为水果，作为配菜/点心。
东山羊火锅,晚餐,400,一份火锅，食材约400g,煮制,鲜香,待审核,整餐候选,混合主餐,畜肉,东山羊火锅主要食材为畜肉，作为含主荤的混合主餐。
海南粉,午餐,350,一碗约350g,煮制,鲜香,待审核,整餐候选,主食,米及制品,海南粉主要食材为米及米制品，作为组合餐主食。
福州红曲米糕,加餐,100,一份约100g，作为点心,蒸制,甜味,待审核,组合组成项,其他配菜,米及制品,福州红曲米糕主要食材为米及米制品，作为配菜/点心。
莆田盐焗花蛤,晚餐,250,一份，可食部分约250g,烤制,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,莆田盐焗花蛤主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
泉州花生面,午餐,350,一碗约350g,煮制,鲜香,待审核,两者皆可,主食,麦及制品|坚果,泉州花生面主要食材为麦及面制品、坚果，作为组合餐主食。
厦门沙茶牛肉串,加餐,150,一份约150g（5-6串）,烤制,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,厦门沙茶牛肉串主要食材为畜肉，作为主菜蛋白质。
